# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Oct  3 22:00:37 2025
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
8718,11356602,K07439.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,323.257500000,1.6510000e-02,-1.6510000e-02,191.3655000,2.720000e-02,-2.720000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.823910,49.158642,13.011
8719,11358392,K07440.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.984971822,1.8500000e-07,-1.8500000e-07,132.4028870,1.580000e-04,-1.580000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.627720,49.178242,13.548
8720,11359305,K07441.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,28.487107336,5.0440000e-06,-5.0440000e-06,132.8724850,1.400000e-04,-1.400000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.984280,49.130249,13.363
8721,11391181,K07442.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,8.617339070,6.6000000e-07,-6.6000000e-07,139.0692516,6.030000e-05,-6.030000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.994540,49.228161,15.257
8722,11401869,K07443.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,1,2.161469080,4.2740000e-05,-4.2740000e-05,131.8342000,1.660000e-02,-1.660000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.309540,49.242439,15.535
8723,11409698,K07444.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,10.267826760,3.1200000e-07,-3.1200000e-07,139.1769796,2.470000e-05,-2.470000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.146850,49.282410,13.691
8724,11411639,K07445.01,,CANDIDATE,CANDIDATE,,0,0,0,0,6.933574000,1.1990000e-04,-1.1990000e-04,134.5580000,1.430000e-02,-1.430000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.924040,49.220188,15.804
8725,11455795,K07446.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,1.057335679,1.2300000e-07,-1.2300000e-07,131.7920070,9.610000e-05,-9.610000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.184170,49.310040,15.414
8726,11457191,K07447.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,1.149198426,8.9400000e-07,-8.9400000e-07,131.8173740,6.460000e-04,-6.460000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.925630,49.347340,14.554
8727,11462556,K07448.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,2.500127750,4.0110000e-05,-4.0110000e-05,131.5829000,1.810000e-02,-1.810000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.384770,49.333672,11.270
8728,11495989,K07449.01,,CANDIDATE,CANDIDATE,,0,0,0,0,1.322475635,5.5080000e-06,-5.5080000e-06,132.6677700,3.220000e-03,-3.220000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.376710,49.461712,14.335
8729,11499757,K07450.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,12.314402323,7.9700000e-07,-7.9700000e-07,134.2520931,5.120000e-05,-5.120000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.726200,49.435261,14.760
8730,11501774,K07451.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.691823991,8.0100000e-06,-8.0100000e-06,131.5700000,1.080000e-02,-1.080000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.876370,49.490528,15.247
8731,11502172,K07452.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,25.431861399,5.0950000e-06,-5.0950000e-06,135.6191940,1.630000e-04,-1.630000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.078190,49.480019,14.164
8732,11502179,K07453.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,3.988558690,3.3280000e-05,-3.3280000e-05,135.1290000,7.400000e-03,-7.400000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.080990,49.420315,13.035
8733,11506235,K07454.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,20.413052415,1.5940000e-06,-1.5940000e-06,140.0167643,6.460000e-05,-6.460000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.300690,49.495689,14.874
8734,11551652,K07455.01,,CANDIDATE,CANDIDATE,,0,0,0,0,3.773744000,1.8330000e-04,-1.8330000e-04,131.8309000,3.240000e-02,-3.240000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.575010,49.551167,11.419
8735,11560382,K07456.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.527679032,2.4630000e-06,-2.4630000e-06,131.8111900,4.230000e-03,-4.230000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.538640,49.538761,15.356
8736,11560431,K07457.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,0.527673075,,,131.8234533,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.565830,49.535721,9.694
8737,11560447,K07458.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.527678272,4.8000000e-08,-4.8000000e-08,131.8133693,7.540000e-05,-7.540000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.575960,49.525700,10.834
8738,11601357,K07459.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,3.550270510,4.5540000e-05,-4.5540000e-05,133.7711000,1.090000e-02,-1.090000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.309020,49.623871,15.810
8739,11602794,K07460.01,,CANDIDATE,CANDIDATE,,0,0,0,0,5.705095190,4.1690000e-05,-4.1690000e-05,136.2018300,5.750000e-03,-5.750000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.319120,49.656990,15.597
8740,11615481,K07461.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,65.431719400,1.5890000e-04,-1.5890000e-04,144.1713430,3.330000e-04,-3.330000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.254180,49.695839,15.540
8741,11616200,K07462.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,1.718649321,2.3000000e-07,-2.3000000e-07,132.2109200,1.100000e-04,-1.100000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.572880,49.668442,13.510
8742,11616631,K07463.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,7.294917500,4.2050000e-04,-4.2050000e-04,136.0798000,5.260000e-02,-5.260000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.765750,49.664719,15.848
8743,11616663,K07464.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,1,7.293580100,2.9960000e-04,-2.9960000e-04,136.2546000,3.720000e-02,-3.720000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.776490,49.656010,14.973
8744,11618798,K07465.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,42.926136400,7.4360000e-04,-7.4360000e-04,138.5107000,1.630000e-02,-1.630000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.655910,49.609348,15.395
8745,11619964,K07466.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,10.368552685,4.0800000e-07,-4.0800000e-07,132.7184390,3.260000e-05,-3.260000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.096800,49.643829,14.545
8746,11650543,K07467.01,,CANDIDATE,CANDIDATE,,0,0,0,0,7.205580840,9.0290000e-05,-9.0290000e-05,138.3055000,1.070000e-02,-1.070000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,284.950260,49.747147,13.553
8747,11651105,K07468.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,13.860264600,3.9790000e-04,-3.9790000e-04,139.4033000,2.320000e-02,-2.320000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,285.332890,49.734112,14.756
8748,11662440,K07469.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,13.639480425,1.9730000e-06,-1.9730000e-06,144.5314390,1.230000e-04,-1.230000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.217320,49.707901,15.852
8749,11671646,K07470.01,,CANDIDATE,CANDIDATE,,0,0,0,0,392.501150000,3.3430000e-02,-3.3430000e-02,498.8298000,5.110000e-02,-5.110000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.534790,49.785851,13.870
8750,11672354,K07471.01,,CANDIDATE,CANDIDATE,,0,0,0,0,5.296555910,8.5200000e-05,-8.5200000e-05,131.8704000,1.410000e-02,-1.410000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.820370,49.750450,15.591
8751,11704044,K07472.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,6.882686062,3.3500000e-07,-3.3500000e-07,134.0523020,3.860000e-05,-3.860000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.910370,49.815781,15.749
8752,11706658,K07473.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,1.407937865,5.5200000e-07,-5.5200000e-07,132.2692100,3.270000e-04,-3.270000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.512080,49.864231,14.614
8753,11709022,K07474.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,0.719572890,,,131.9803800,,,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.737610,49.858589,12.902
8754,11724091,K07475.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,1.559090282,1.6400000e-07,-1.6400000e-07,131.7719964,8.650000e-05,-8.650000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.977050,49.841808,13.575
8755,11757422,K07476.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,0,1.819935570,1.8520000e-05,-1.8520000e-05,132.5271400,9.240000e-03,-9.240000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.592800,49.968361,15.435
8756,11763910,K07477.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,0.612888148,4.5630000e-06,-4.5630000e-06,131.9637200,6.930000e-03,-6.930000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,292.292390,49.955441,13.725
8757,11768970,K07478.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,15.541358818,1.5010000e-06,-1.5010000e-06,141.9557755,7.720000e-05,-7.720000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.740910,49.928791,12.658
8758,11773625,K07479.01,,CANDIDATE,CANDIDATE,,0,0,0,0,7.196916800,1.4830000e-04,-1.4830000e-04,133.4145000,1.270000e-02,-1.270000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.739170,49.978352,13.440
8759,11775530,K07480.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,12.817701200,2.3110000e-04,-2.3110000e-04,143.6091000,1.670000e-02,-1.670000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.528720,49.990059,13.505
8760,11811454,K07481.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,2.274628199,1.4300000e-07,-1.4300000e-07,132.0170362,5.210000e-05,-5.210000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.397250,50.065090,11.152
8761,11817750,K07482.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,9.762550001,1.6460000e-06,-1.6460000e-06,131.6719650,1.370000e-04,-1.370000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.826870,50.076530,12.250
8762,11825996,K07483.01,,CANDIDATE,CANDIDATE,,0,0,0,0,16.916338600,3.9140000e-04,-3.9140000e-04,132.8922000,1.960000e-02,-1.960000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,297.347260,50.047440,13.132
8763,11854636,K07484.01,,CANDIDATE,CANDIDATE,,0,0,0,0,37.020023200,4.3050000e-04,-4.3050000e-04,131.8379000,1.090000e-02,-1.090000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.102810,50.126541,15.424
8764,11855538,K07485.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,2.521265000,1.1080000e-03,-1.1080000e-03,132.8480000,3.850000e-01,-3.850000e-01,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.709470,50.165909,12.227
8765,11858541,K07486.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,5.674353343,6.1000000e-07,-6.1000000e-07,135.7548264,8.770000e-05,-8.770000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.636110,50.173260,14.215
8766,11873166,K07487.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.734426335,1.4000000e-07,-1.4000000e-07,131.9317390,1.570000e-04,-1.570000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.193510,50.129219,13.470
8767,11873171,K07488.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,0.734426409,5.4100000e-06,-5.4100000e-06,131.9297200,5.590000e-03,-5.590000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.196930,50.136120,15.588
8768,11904704,K07489.01,,CANDIDATE,CANDIDATE,,0,0,0,0,0.565713361,2.3190000e-06,-2.3190000e-06,131.6635700,3.310000e-03,-3.310000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.038390,50.294441,14.722
8769,11906217,K07490.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,37.910213899,3.1950000e-06,-3.1950000e-06,162.4584190,6.630000e-05,-6.630000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.059270,50.214031,14.430
8770,11913052,K07491.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,3.747853070,2.8600000e-05,-2.8600000e-05,134.1746500,6.150000e-03,-6.150000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.044980,50.282261,13.846
8771,11913071,K07492.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,3.747835042,9.5000000e-08,-9.5000000e-08,134.1877331,2.070000e-05,-2.070000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.061400,50.255440,9.532
8772,11918482,K07493.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.947548480,3.8410000e-05,-3.8410000e-05,132.2664310,6.550000e-04,-6.550000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.019170,50.216606,13.497
8773,11922648,K07494.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,1.756431850,2.4960000e-05,-2.4960000e-05,132.0575000,1.400000e-02,-1.400000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.949250,50.208920,14.529
8774,11922782,K07495.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,1.756466865,4.3800000e-07,-4.3800000e-07,132.0302990,2.070000e-04,-2.070000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.007420,50.232609,10.460
8775,11923819,K07496.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,33.159475806,2.3240000e-06,-2.3240000e-06,159.8126411,5.490000e-05,-5.490000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.464290,50.286152,11.562
8776,11959569,K07497.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,46.148691060,2.2600000e-05,-2.2600000e-05,173.2380910,3.850000e-04,-3.850000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.394170,50.368069,12.387
8777,11966557,K07498.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,60.297677400,1.6200000e-04,-1.6200000e-04,161.8546910,3.350000e-04,-3.350000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.480350,50.347488,15.680
8778,11967004,K07499.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,1.941635737,1.1900000e-07,-1.1900000e-07,133.1097354,5.030000e-05,-5.030000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.680730,50.300259,13.898
8779,11968490,K07500.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.539445498,7.5000000e-08,-7.5000000e-08,131.8982990,1.150000e-04,-1.150000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.350160,50.351460,13.698
8780,11970288,K07501.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,20.710685300,1.6970000e-04,-1.6970000e-04,134.0319200,6.730000e-03,-6.730000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,295.212550,50.316910,11.308
8781,12004679,K07502.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,2.521245368,1.8000000e-07,-1.8000000e-07,132.8563627,5.740000e-05,-5.740000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.425690,50.417019,13.231
8782,12004680,K07503.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,1,2.521227640,2.4070000e-05,-2.4070000e-05,132.8697300,7.780000e-03,-7.780000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.427030,50.406300,15.301
8783,12004689,K07504.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,2.521270800,3.1120000e-05,-3.1120000e-05,132.8596000,1.000000e-02,-1.000000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.431370,50.401440,15.894
8784,12013615,K07505.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,8.202869679,2.5300000e-07,-2.5300000e-07,138.5109062,2.590000e-05,-2.590000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,291.946410,50.481960,13.878
8785,12016243,K07506.01,,CANDIDATE,CANDIDATE,,0,0,0,0,11.843611900,3.1440000e-04,-3.1440000e-04,138.0037000,2.110000e-02,-2.110000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,293.495640,50.480640,15.193
8786,12022517,K07507.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,3.442714533,3.7400000e-07,-3.7400000e-07,132.3912568,9.640000e-05,-9.640000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.375370,50.486801,15.715
8787,12022718,K07508.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,4.627775175,2.0700000e-06,-2.0700000e-06,133.3903550,3.670000e-04,-3.670000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.443510,50.420441,14.690
8788,12053823,K07509.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,28.785034700,5.6140000e-04,-5.6140000e-04,145.7978000,1.660000e-02,-1.660000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,286.687560,50.531506,13.570
8789,12067960,K07510.01,,CANDIDATE,CANDIDATE,,0,0,0,0,5.606820010,5.7900000e-05,-5.7900000e-05,135.8446600,8.980000e-03,-8.980000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.739620,50.566841,15.289
8790,12071006,K07511.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,6.096030635,5.7800000e-07,-5.7800000e-07,135.0308909,7.800000e-05,-7.800000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.105010,50.518471,13.533
8791,12105785,K07512.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,31.953038766,5.6340000e-06,-5.6340000e-06,142.7080540,1.450000e-04,-1.450000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.487400,50.675461,13.032
8792,12106875,K07513.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,5.937170800,1.5610000e-04,-1.5610000e-04,135.9570000,2.050000e-02,-2.050000e-02,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,289.143550,50.611198,15.379
8793,12157983,K07514.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,1,1,0.577844035,7.6100000e-07,-7.6100000e-07,131.8805800,1.110000e-03,-1.110000e-03,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,290.659520,50.711342,13.766
8794,12164751,K07515.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,2.630090609,6.7800000e-07,-6.7800000e-07,132.2247410,1.720000e-04,-1.720000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,294.387420,50.717098,14.187
8795,12217907,K07516.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,43.204596783,4.0690000e-06,-4.0690000e-06,146.5978539,7.550000e-05,-7.550000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.271150,50.886292,14.291
8796,12251779,K07517.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,14.844240386,6.0300000e-07,-6.0300000e-07,134.2337694,3.330000e-05,-3.330000e-05,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,287.573610,50.998730,14.415
8797,12268220,K07518.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,4.421580210,3.9480000e-06,-3.9480000e-06,134.3954470,7.330000e-04,-7.330000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,296.490690,50.905861,11.425
8798,12302391,K07519.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,25.321698729,5.0090000e-06,-5.0090000e-06,139.6875250,1.590000e-04,-1.590000e-04,,,,,,,,,,,,,,,,,,,,,q1_q17_dr25_tce,,,,,,,,,,288.403780,51.073761,15.128
